,iid,id,gender,idg,match,age,imprace,imprelig,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,study_law,study_math,"study_social science, psychologist","study_medical science, pharmaceuticals, and bio tech",study_engineering,study_english/creative writing/ journalism,study_history/religion/philosophy,study_business/econ/finance,"study_education, academia",study_biological sciences/chemistry/physics,study_social work,study_undergrad/undecided,study_political science/international affairs,study_film,study_fine arts/arts administration,study_languages,study_architecture,study_other,race_black/african american,race_european/caucasian-american,race_latino/hispanic american,race_asian/pacific islander/asian-american,race_other,career_lawyer,career_academic/research,career_psychologist,career_doctor/medicine,career_engineer,career_creative arts/entertainment,career_banking/consulting/finance/marketing/business/ceo/entrepreneur/admin,career_real estate,career_international/humanitarian affairs,career_undecided,career_social work,career_speech pathology,career_politics,career_pro sports/athletics,career_other,career_journalism,career_architecture,goal_seemed like a fun night out,goal_to meet new people,goal_to get a date,goal_looking for a serious relationship,goal_to say i did it,goal_other,3_1sum
246,258,7.0,0.0,13.0,0.3333333333333333,25.0,1.0,10.0,6.0,1.0,9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,6.0,2.1000000000000005,10.5,6.0,6.0,1.5,3.9000000000000004,15.0,2.3999999999999995,2.700000000000001,5.099999999999999,1.5,3.2999999999999985,6.0,10.0,8.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0
247,259,8.0,0.0,15.0,0.047619047619047616,25.0,2.0,2.0,7.0,1.0,8.0,3.0,7.0,8.0,7.0,7.0,4.0,2.0,7.0,8.0,6.0,7.0,7.0,5.0,7.0,5.0,6.0,5.0,4.5,5.400000000000002,5.700000000000002,5.700000000000002,5.099999999999999,3.5999999999999996,5.099999999999999,5.400000000000002,4.799999999999999,5.400000000000002,3.9000000000000004,5.400000000000002,7.0,9.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0
248,260,9.0,0.0,17.0,0.2857142857142857,27.0,4.0,4.0,7.0,3.0,9.0,6.0,7.0,9.0,5.0,5.0,6.0,2.0,3.0,9.0,6.0,7.0,7.0,9.0,9.0,5.0,3.0,6.0,5.700000000000002,6.0,5.700000000000002,4.200000000000001,3.9000000000000004,4.5,5.700000000000002,6.0,5.700000000000002,4.200000000000001,3.9000000000000004,4.5,6.0,9.0,7.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0
249,261,10.0,0.0,19.0,0.23809523809523808,26.0,1.0,4.0,7.0,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,3.0,4.5,6.0,6.0,6.0,4.5,3.0,13.5,3.0,3.0,6.0,1.5,3.0,5.0,8.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0
250,262,11.0,0.0,21.0,0.0,29.0,1.0,10.0,6.0,3.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,1.0,3.0,12.0,6.0,6.0,0.0,3.0,6.0,3.0,3.0,6.0,3.0,9.0,6.0,10.0,5.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0
251,263,12.0,0.0,23.0,0.2857142857142857,26.0,9.0,10.0,6.0,2.0,1.0,1.0,1.0,5.0,7.0,7.0,7.0,1.0,3.0,9.0,4.0,7.0,7.0,7.0,8.0,9.0,6.0,1.0,6.0,6.0,6.0,3.0,6.0,3.0,15.0,9.0,1.5,1.5,1.5,1.5,8.0,8.0,8.0,8.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0
252,264,13.0,0.0,25.0,0.19047619047619047,26.0,1.0,3.0,6.0,2.0,7.0,1.0,7.0,5.0,7.0,8.0,6.0,1.0,5.0,9.0,7.0,4.0,8.0,2.0,6.0,2.0,1.0,3.0,4.5,4.5,7.5,6.0,1.5,6.0,9.0,3.0,3.0,6.0,3.0,6.0,8.0,7.0,8.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0
253,265,14.0,0.0,27.0,0.047619047619047616,32.0,3.0,3.0,5.0,2.0,2.0,9.0,8.0,8.0,7.0,8.0,2.0,1.0,2.0,10.0,6.0,7.0,10.0,8.0,9.0,2.0,1.0,3.0,4.5,1.5,13.5,3.0,4.5,3.0,20.399999999999995,1.5,3.0,3.0,0.5999999999999999,1.5,7.0,9.0,7.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0
254,266,15.0,0.0,29.0,0.19047619047619047,28.0,2.0,2.0,7.0,3.0,5.0,4.0,5.0,4.0,7.0,8.0,8.0,1.0,6.0,5.0,1.0,4.0,10.0,6.0,7.0,2.0,6.0,4.0,7.5,6.0,6.0,7.5,0.0,3.0,11.699999999999996,6.0,4.5,6.0,0.0,1.7999999999999998,8.0,8.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0
255,267,16.0,0.0,31.0,0.0,26.0,2.0,2.0,3.0,3.0,4.0,8.0,5.0,9.0,7.0,6.0,4.0,7.0,8.0,3.0,9.0,5.0,9.0,4.0,9.0,10.0,2.0,4.0,6.0,9.0,3.0,4.5,3.0,4.5,5.454545454545454,8.181818181818183,5.454545454545454,2.727272727272727,5.454545454545454,2.727272727272727,7.0,6.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0
256,268,17.0,0.0,33.0,0.47619047619047616,24.0,1.0,1.0,6.0,1.0,8.0,6.0,6.0,5.0,4.0,3.0,6.0,5.0,5.0,8.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,9.0,6.0,6.0,3.0,4.5,1.5,9.0,3.0,4.5,6.0,3.0,4.5,9.0,9.0,8.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0
257,269,18.0,0.0,35.0,0.2857142857142857,24.0,4.0,5.0,6.0,2.0,4.0,1.0,8.0,8.0,8.0,10.0,7.0,3.0,1.0,10.0,3.0,6.0,6.0,6.0,9.0,4.0,2.0,6.0,6.0,3.0,9.0,4.5,4.5,3.0,9.473684210526311,3.1578947368421044,3.1578947368421044,9.473684210526311,1.5789473684210522,3.1578947368421044,8.0,8.0,6.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0
258,270,19.0,0.0,37.0,0.23809523809523808,23.0,2.0,4.0,5.0,1.0,8.0,4.0,6.0,9.0,8.0,7.0,8.0,4.0,6.0,9.0,2.0,7.0,5.0,6.0,7.0,6.0,4.0,5.0,4.799999999999999,4.799999999999999,5.700000000000002,5.099999999999999,4.200000000000001,5.400000000000002,5.700000000000002,3.9000000000000004,5.099999999999999,5.700000000000002,4.799999999999999,4.799999999999999,5.0,4.0,7.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0
259,271,20.0,0.0,39.0,0.09523809523809523,23.0,10.0,9.0,4.0,1.0,8.0,7.0,10.0,9.0,10.0,10.0,5.0,5.0,6.0,7.0,7.0,9.0,9.0,9.0,8.0,9.0,5.0,8.0,3.0,4.5,12.0,4.5,3.0,3.0,9.0,3.0,9.0,3.0,3.0,3.0,9.0,10.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0
260,272,21.0,0.0,41.0,0.0,25.0,10.0,10.0,4.0,1.0,6.0,7.0,10.0,10.0,9.0,8.0,7.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,8.0,8.0,7.5,6.0,7.5,7.5,1.5,0.0,12.0,3.0,3.0,9.0,3.0,0.0,9.0,10.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0
261,273,1.0,1.0,2.0,0.047619047619047616,29.0,8.0,4.0,5.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,9.0,7.5,5.400000000000002,5.400000000000002,1.1999999999999997,1.5,5.099999999999999,4.5,6.900000000000003,6.0,4.5,3.0,7.0,10.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0
262,274,2.0,1.0,4.0,0.2857142857142857,24.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,9.0,3.0,6.0,6.0,3.0,3.0,3.0,3.0,7.5,7.5,7.5,1.5,7.0,7.0,10.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0
263,275,3.0,1.0,6.0,0.047619047619047616,21.0,1.0,1.0,4.0,3.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,6.0,7.5,3.0,7.5,1.5,3.0,7.5,3.0,4.5,6.0,4.5,4.5,7.5,10.0,7.0,6.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0
264,276,4.0,1.0,8.0,0.23809523809523808,26.0,7.0,3.0,4.0,1.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,4.0,7.199999999999999,4.799999999999999,8.400000000000002,4.200000000000001,2.3999999999999995,3.0,7.5,5.400000000000002,3.2999999999999985,5.400000000000002,6.900000000000003,1.5,7.0,6.0,7.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0
265,277,5.0,1.0,10.0,0.23809523809523808,25.0,1.0,1.0,7.0,5.0,10.0,6.0,10.0,5.0,8.0,8.0,10.0,5.0,3.0,8.0,2.0,7.0,8.0,6.0,6.0,1.0,2.0,5.0,18.0,6.0,0.0,6.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,4.0,8.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0
266,278,6.0,1.0,12.0,0.0,32.0,1.0,1.0,3.0,1.0,8.0,1.0,5.0,9.0,9.0,9.0,9.0,5.0,8.0,9.0,5.0,7.0,9.0,9.0,9.0,5.0,1.0,8.0,7.5,4.5,6.0,7.5,3.0,1.5,7.5,4.5,6.0,7.5,3.0,1.5,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0
267,279,7.0,1.0,14.0,0.23809523809523808,25.0,7.0,1.0,4.0,2.0,7.0,1.0,6.0,5.0,2.0,3.0,5.0,3.0,4.0,9.0,6.0,3.0,8.0,1.0,2.0,1.0,1.0,7.0,8.099999999999998,4.5,8.400000000000002,3.0,3.0,3.0,12.0,0.8999999999999999,7.5,2.3999999999999995,3.9000000000000004,3.2999999999999985,8.0,9.0,6.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0
268,280,8.0,1.0,16.0,0.23809523809523808,25.0,2.0,1.0,6.0,2.0,8.0,1.0,5.0,5.0,6.0,5.0,5.0,4.0,2.0,10.0,2.0,7.0,10.0,7.0,8.0,2.0,2.0,5.0,7.5,6.0,9.0,4.5,1.5,1.5,6.0,3.0,9.0,4.5,4.5,3.0,5.0,9.0,5.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0
269,281,9.0,1.0,18.0,0.09523809523809523,27.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,7.0,5.0,8.0,1.0,2.0,6.0,2.0,6.0,8.0,7.0,5.0,3.0,9.0,2.0,6.0,6.0,6.0,4.5,1.5,6.0,7.5,3.0,3.0,7.5,6.0,3.0,7.0,8.0,6.0,8.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0
270,282,10.0,1.0,20.0,0.3333333333333333,23.0,1.0,1.0,4.0,3.0,10.0,10.0,10.0,5.0,4.0,4.0,4.0,7.0,8.0,9.0,5.0,7.0,7.0,7.0,10.0,5.0,1.0,5.0,7.5,4.5,6.0,6.0,3.0,3.0,7.5,4.5,6.0,3.0,6.0,3.0,7.0,9.0,9.0,7.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0
271,283,11.0,1.0,22.0,0.09523809523809523,27.0,1.0,1.0,4.0,2.0,9.0,6.0,6.0,6.0,4.0,4.0,8.0,6.0,6.0,8.0,1.0,5.0,3.0,3.0,7.0,2.0,7.0,5.0,15.0,3.0,3.0,3.0,3.0,3.0,9.0,3.0,9.0,3.0,3.0,3.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0
272,284,12.0,1.0,24.0,0.047619047619047616,27.0,1.0,5.0,5.0,2.0,9.0,2.0,5.0,7.0,7.0,9.0,8.0,1.0,5.0,9.0,5.0,5.0,9.0,8.0,9.0,8.0,5.0,7.0,7.5,6.0,7.5,6.0,3.0,0.0,4.5,4.5,4.5,6.0,6.0,4.5,7.0,6.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0
273,285,13.0,1.0,26.0,0.09523809523809523,24.0,1.0,1.0,6.0,6.0,5.0,7.0,6.0,10.0,9.0,10.0,9.0,14.0,5.0,9.0,7.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,7.5,7.5,1.5,1.5,6.0,6.0,7.5,7.5,1.5,1.5,8.0,10.0,10.0,10.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0
274,286,14.0,1.0,28.0,0.0,22.0,4.0,7.0,6.0,3.0,7.0,3.0,4.0,3.0,8.0,7.0,9.0,9.0,4.0,8.0,6.0,8.0,7.0,8.0,6.0,3.0,8.0,7.0,3.0,4.5,7.5,4.5,4.5,6.0,4.5,4.5,6.0,4.5,6.0,4.5,3.0,6.0,6.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0
275,287,15.0,1.0,30.0,0.0,22.0,1.0,1.0,7.0,3.0,2.0,1.0,5.0,7.0,2.0,2.0,9.0,6.0,4.0,10.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,10.5,12.0,1.5,1.5,2.1000000000000005,2.3999999999999995,5.400000000000002,6.0,3.0,7.5,2.1000000000000005,6.0,7.0,10.0,5.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0
276,288,16.0,1.0,32.0,0.19047619047619047,27.0,3.0,5.0,6.0,3.0,9.0,5.0,3.0,8.0,5.0,5.0,6.0,4.0,4.0,9.0,2.0,6.0,7.0,5.0,7.0,2.0,2.0,5.0,6.0,6.0,4.5,7.5,3.0,3.0,9.0,6.0,1.5,7.5,3.0,3.0,5.0,8.0,7.0,8.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0
277,289,17.0,1.0,34.0,0.23809523809523808,28.0,1.0,2.0,4.0,1.0,10.0,6.0,1.0,7.0,3.0,6.0,10.0,5.0,3.0,10.0,6.0,5.0,7.0,6.0,8.0,2.0,1.0,7.0,6.0,9.0,3.0,6.0,0.0,6.0,9.0,6.0,4.5,4.5,6.0,0.0,4.0,9.0,10.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0
278,290,18.0,1.0,36.0,0.09523809523809523,34.0,2.0,6.0,5.0,2.0,7.0,1.0,8.0,7.0,7.0,4.0,3.0,2.0,1.0,10.0,1.0,3.0,5.0,9.0,10.0,2.0,5.0,5.0,9.0,3.0,9.0,3.0,1.5,4.5,4.5,1.5,6.0,9.0,7.5,1.5,5.0,4.0,5.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0
279,291,19.0,1.0,38.0,0.23809523809523808,27.0,5.0,5.0,3.0,2.0,9.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,6.0,7.0,5.0,8.0,5.0,5.0,6.0,6.0,6.0,4.5,4.5,3.5999999999999996,5.400000000000002,9.0,4.5,6.0,6.0,1.5,3.0,6.0,9.0,7.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0
